Unique ID,Title,Authors-revised,Authors,Authors (Full Names)-revised,Authors (Full Names)
WOS:000471838200008,"Attention-Deficit/Hyperactivity Disorder, School Performance, and Effect of Medication","Jangmo, A|Stalhandske, A|Chang, Z|Chen, Q|Almqvist, C|Feldman, I|Bulik, CM|Lichtenstein, P|D'Onofrio, B|Kuja-Halkola, R|Larsson, H","Jangmo, A|Stalhandske, A|Chang, Z|Chen, Q|Almqvist, C|Feldman, I|Bulik, CM|Lichtenstein, P|D'Onofrio, B|Kuja-Halkola, R|Larsson, H","Jangmo, Andreas|Stalhandske, Amanda|Chang, Zheng|Chen, Qi|Almqvist, Catarina|Feldman, Inna|Bulik, Cynthia M.|Lichtenstein, Paul|D'Onofrio, Brian|Kuja-Halkola, Ralf|Larsson, Henrik","Jangmo, Andreas|Stalhandske, Amanda|Chang, Zheng|Chen, Qi|Almqvist, Catarina|Feldman, Inna|Bulik, Cynthia M.|Lichtenstein, Paul|D'Onofrio, Brian|Kuja-Halkola, Ralf|Larsson, Henrik"
WOS:000468166900029,Pubertal influences on neural activation during risky decision-making in youth with ADHD and disruptive behavior disorders,"Dir, AL|Hummer, TA|Aalsma, MC|Hulvershorn, LA","Dir, AL|Hummer, TA|Aalsma, MC|Hulvershorn, LA","Dir, Allyson L.|Hummer, Tom A.|Aalsma, Matthew C.|Hulvershorn, Leslie A.","Dir, Allyson L.|Hummer, Tom A.|Aalsma, Matthew C.|Hulvershorn, Leslie A."
WOS:000463481702027,The novel antiviral agent inarigivir inhibits both nucleos (t)ide analogue and capsid assembly inhibitor resistant HBV in vitro,"Colledge, D|Jackson, K|Sozzi, V|Li, X|Beard, M|Eyre, N|Zhang, JJ|Guo, HT|Afdhal, N|Iyer, R|Locarnini, S","Colledge, D|Jackson, K|Sozzi, V|Li, X|Beard, M|Eyre, N|Zhang, JJ|Guo, HT|Afdhal, N|Iyer, R|Locarnini, S","Colledge, Danni|Jackson, Kathy|Sozzi, Vitina|Li, Xin|Beard, Michael|Eyre, Nicholas|Zhang, JunJie|Guo, Haitao|Afdhal, Nezam|Iyer, Radhakrishnan|Locarnini, Stephen","Colledge, Danni|Jackson, Kathy|Sozzi, Vitina|Li, Xin|Beard, Michael|Eyre, Nicholas|Zhang, JunJie|Guo, Haitao|Afdhal, Nezam|Iyer, Radhakrishnan|Locarnini, Stephen"
WOS:000464486900024,Brain permeant and impermeant inhibitors of fatty-acid amide hydrolase suppress the development and maintenance of paclitaxel-induced neuropathic pain without producing tolerance or physical dependence in vivo and synergize with paclitaxel to reduce tumor cell line viability in vitro,"Slivicki, RA|Xub, ZL|Mali, SS|Hohmann, AG","Slivicki, RA|Xub, ZL|Mali, SS|Hohmann, AG","Slivicki, Richard A.|Xu, Zhili|Mali, Sonali S.|Hohmann, Andrea G.","Slivicki, Richard A.|Xu, Zhili|Mali, Sonali S.|Hohmann, Andrea G."
WOS:000465062400043,Case Report of gastroparesis healing: 16 years of a chronic syndrome resolved after proximal intercessory prayer,"Romez, C|Zaritzky, D|Brown, JW","Romez, C|Zaritzky, D|Brown, JW","Romez, Clarissa|Zaritzky, David|Brown, Joshua W.","Romez, Clarissa|Zaritzky, David|Brown, Joshua W."
WOS:000463970500004,Annual Research Review: Maternal antidepressant use during pregnancy and offspring neurodevelopmental problems - a critical review and recommendations for future research,"Sujan, AC|Oberg, AS|Quinn, PD|D'Onofrio, BM","Sujan, AC|Oberg, AS|Quinn, PD|D'Onofrio, BM","Sujan, Ayesha C.|Oberg, A. Sara|Quinn, Patrick D.|D'Onofrio, Brian M.","Sujan, Ayesha C.|Oberg, A. Sara|Quinn, Patrick D.|D'Onofrio, Brian M."
WOS:000463149000201,Education and Systems Intervention to Improve Screening of Geriatric Patients for Dementia and Falls in Primary Care Practices,"Litzelman, DK|Butler, D|Bo, N|Tong, Y|Garrison, EL|Vannerson, J","Litzelman, DK|Butler, D|Bo, N|Tong, Y|Garrison, EL|Vannerson, J","Litzelman, D. K.|Butler, D.|Bo, N.|Tong, Y.|Garrison, E. L.|Vannerson, J.","Litzelman, D. K.|Butler, D.|Bo, N.|Tong, Y.|Garrison, E. L.|Vannerson, J."
WOS:000463149000186,Learning Outcomes of a New Interprofessional Geriatrics Curriculum,"Pfeifle, AL|Fulton, J|Glassburn, SL|Mueller, M|Westmoreland, GR|Litzelman, DK","Pfeifle, AL|Fulton, J|Glassburn, SL|Mueller, M|Westmoreland, GR|Litzelman, DK","Pfeifle, A. L.|Fulton, J.|Glassburn, S. L.|Mueller, M.|Westmoreland, G. R.|Litzelman, D. K.","Pfeifle, A. L.|Fulton, J.|Glassburn, S. L.|Mueller, M.|Westmoreland, G. R.|Litzelman, D. K."
WOS:000463149000219,Changing Attitudes of Geriatric Care Among Interprofessional Healthcare Teams,"Vannerson, J|Butler, D|Bo, N|Tong, Y|Garrison, EL|Litzelman, DK","Vannerson, J|Butler, D|Bo, N|Tong, Y|Garrison, EL|Litzelman, DK","Vannerson, J.|Butler, D.|Bo, N.|Tong, Y.|Garrison, E. L.|Litzelman, D. K.","Vannerson, J.|Butler, D.|Bo, N.|Tong, Y.|Garrison, E. L.|Litzelman, D. K."
WOS:000463149000209,"A New Geriatrics Interprofessional Curriculum for Advance Practice Nurses, Social Workers and Third Year Medical Students","Westmoreland, GR|Frank, K|Mueller, M|Glassburn, SL|Fulton, J|Pfeifle, AL|Hoffman, L|Ortwein, C|Garrison, EL|Litzelman, DK","Westmoreland, GR|Frank, K|Mueller, M|Glassburn, SL|Fulton, J|Pfeifle, AL|Hoffman, L|Ortwein, C|Garrison, EL|Litzelman, DK","Westmoreland, G. R.|Frank, K.|Mueller, M.|Glassburn, S. L.|Fulton, J.|Pfeifle, A. L.|Hoffman, L.|Ortwein, C.|Garrison, E. L.|Litzelman, D. K.","Westmoreland, G. R.|Frank, K.|Mueller, M.|Glassburn, S. L.|Fulton, J.|Pfeifle, A. L.|Hoffman, L.|Ortwein, C.|Garrison, E. L.|Litzelman, D. K."
WOS:000462759900007,Building Evidence-Based Nursing Practice Capacity in a Large Statewide Health System A Multimodal Approach,"Storey, S|Wagnes, L|LaMothe, J|Pittman, J|Cohee, A|Newhouse, R","Storey, S|Wagnes, L|LaMothe, J|Pittman, J|Cohee, A|Newhouse, R","Storey, Susan|Wagnes, Lisa|LaMothe, Julie|Pittman, Joyce|Cohee, Andrea|Newhouse, Robin","Storey, Susan|Wagnes, Lisa|LaMothe, Julie|Pittman, Joyce|Cohee, Andrea|Newhouse, Robin"
WOS:000461037700029,"Extremity nevus count is an independent risk factor for basal cell carcinoma and melanoma, but not squamous cell carcinoma","Wei, EX|Li, X|Nan, HM","Wei, EX|Li, X|Nan, HM","Wei, Erin X.|Li, Xin|Nan, Hongmei","Wei, Erin X.|Li, Xin|Nan, Hongmei"
WOS:000458498300013,National Cancer Institute Centers and Society of Surgical Oncology Cancer Research Synergy,"Kim, BJ|Misra, S|Chen, H|Bell, TM|Koniaris, LG|Valsangkar, NP","Kim, BJ|Misra, S|Chen, H|Bell, TM|Koniaris, LG|Valsangkar, NP","Kim, Bradford J.|Misra, Subhasis|Chen, Herbert|Bell, Teresa M.|Koniaris, Leonidas G.|Valsangkar, Nakul P.","Kim, Bradford J.|Misra, Subhasis|Chen, Herbert|Bell, Teresa M.|Koniaris, Leonidas G.|Valsangkar, Nakul P."
WOS:000462305600022,The conference effect: National surgery meetings are associated with increased mortality at trauma centers without American College of Surgeons verification,"Jenkins, PC|Painter, S|Bell, TM|Kline, JA|Zarzaur, B","Jenkins, PC|Painter, S|Bell, TM|Kline, JA|Zarzaur, B","Jenkins, Peter C.|Painter, Scott|Bell, Teresa M.|Kline, Jeffrey A.|Zarzaur, Ben L.","Jenkins, Peter C.|Painter, Scott|Bell, Teresa M.|Kline, Jeffrey A.|Zarzaur, Ben L."
WOS:000462862300010,"Person-Environment Fit, Substance Use Attitudes, and Early Adolescent Substance Use","Fisher, S|Zapolski, T|Al-Uqdah, S|Stevens-Watkins, D|Arsenault, C|Barnes-Najor, J","Fisher, S|Zapolski, T|Al-Uqdah, S|Stevens-Watkins, D|Arsenault, C|Barnes-Najor, J","Fisher, Sycarah|Zapolski, Tamika|Al-Uqdah, Shareefah|Stevens-Watkins, Danelle|Arsenault, Chelsea|Barnes-Najor, Jessica","Fisher, Sycarah|Zapolski, Tamika|Al-Uqdah, Shareefah|Stevens-Watkins, Danelle|Arsenault, Chelsea|Barnes-Najor, Jessica"
WOS:000465675500001,Comparing American college and noncollege young adults on e-cigarette use patterns including polysubstance use and reasons for using e-cigarettes,"Buu, A|Hu, YH|Wong, SW|Lin, HC","Buu, A|Hu, YH|Wong, SW|Lin, HC","Buu, Anne|Hu, Yi-Han|Wong, Su-Wei|Lin, Hsien-Chang","Buu, Anne|Hu, Yi-Han|Wong, Su-Wei|Lin, Hsien-Chang"
WOS:000462758700002,"Icelandic inclusion, German hesitation and American fear: A cross-cultural comparison of mental-health stigma and the media","Manago, B|Pescosolido, BA|Olafsdottir, S","Manago, B|Pescosolido, BA|Olafsdottir, S","Manago, Bianca|Pescosolido, Bernice A.|Olafsdottir, Sigrun","Manago, Bianca|Pescosolido, Bernice A.|Olafsdottir, Sigrun"
WOS:000462262900009,Pilot Evaluation of a Tablet-Based Application to Improve Quality of Care in Child Mental Health Treatment,"Davidson, TM|Bunnell, BE|Saunders, BE|Hanson, RF|Danielson, CK|Cook, D|Chu, BC|Dorsey, S|Adams, ZW|Andrews, AR|Walker, JH|Soltis, KE|Cohen, JA|Deblinger, E|Ruggiero, KJ","Davidson, TM|Bunnell, BE|Saunders, BE|Hanson, RF|Danielson, CK|Cook, D|Chu, BC|Dorsey, S|Adams, ZW|Andrews, AR|Walker, JH|Soltis, KE|Cohen, JA|Deblinger, E|Ruggiero, KJ","Davidson, Tatiana M.|Bunnell, Brian E.|Saunders, Benjamin E.|Hanson, Rochelle F.|Danielson, Carla K.|Cook, Danna|Chu, Brian C.|Dorsey, Shannon|Adams, Zachary W.|Andrews, Arthur R., III|Walker, Jesse H.|Soltis, Kathryn E.|Cohen, Judith A.|Deblinger, Esther|Ruggiero, Kenneth J.","Davidson, Tatiana M.|Bunnell, Brian E.|Saunders, Benjamin E.|Hanson, Rochelle F.|Danielson, Carla K.|Cook, Danna|Chu, Brian C.|Dorsey, Shannon|Adams, Zachary W.|Andrews, Arthur R., III|Walker, Jesse H.|Soltis, Kathryn E.|Cohen, Judith A.|Deblinger, Esther|Ruggiero, Kenneth J."
WOS:000462105900001,Contributions of personality to social influence: Contingent associations between social network body size composition and BMI,"Perry, BL|Ciciurkaite, G","Perry, BL|Ciciurkaite, G","Perry, Brea L.|Ciciurkaite, Gabriele","Perry, Brea L.|Ciciurkaite, Gabriele"
WOS:000459860100004,Identifying and Managing Developmental and Behavioral Health Concerns within Primary Care: A Push for Change,"Donahue, KL|Aalsma, MC","Donahue, KL|Aalsma, MC","Donahue, Kelly L.|Aalsma, Matthew C.","Donahue, Kelly L.|Aalsma, Matthew C."
WOS:000459224900008,Adolescent self-harm with and without suicidality: cross-sectional and longitudinal analyses of a Swedish regional register,"Bjureberg, J|Ohlis, A|Ljotsson, B|D'Onofrio, BM|Hedman-Lagerlof, E|Jokinen, J|Sahlin, H|Lichtenstein, P|Cederlof, M|Hellner, C","Bjureberg, J|Ohlis, A|Ljotsson, B|D'Onofrio, BM|Hedman-Lagerlof, E|Jokinen, J|Sahlin, H|Lichtenstein, P|Cederlof, M|Hellner, C","Bjureberg, Johan|Ohlis, Anna|Ljotsson, Brjann|D'Onofrio, Brian M.|Hedman-Lagerloef, Erik|Jokinen, Jussi|Sahlin, Hanna|Lichtenstein, Paul|Cederloef, Martin|Hellner, Clara","Bjureberg, Johan|Ohlis, Anna|Ljotsson, Brjann|D'Onofrio, Brian M.|Hedman-Lagerloef, Erik|Jokinen, Jussi|Sahlin, Hanna|Lichtenstein, Paul|Cederloef, Martin|Hellner, Clara"
WOS:000458892400027,Extension for Community Healthcare Outcomes (ECHO) as a tool for continuing medical education on opioid use disorder and comorbidities,"Agley, J|Adams, ZW|Hulvershorn, LA","Agley, J|Adams, ZW|Hulvershorn, LA","Agley, Jon|Adams, Zachary W.|Hulvershorn, Leslie A.","Agley, Jon|Adams, Zachary W.|Hulvershorn, Leslie A."
WOS:000458605400005,Burnout and Mental Health Stigma Among Juvenile Probation Officers: The Moderating Effect of Participatory Atmosphere,"Dir, AL|Saldana, L|Chapman, JE|Aalsma, MC","Dir, AL|Saldana, L|Chapman, JE|Aalsma, MC","Dir, Allyson L.|Saldana, Lisa|Chapman, Jason E.|Aalsma, Matthew C.","Dir, Allyson L.|Saldana, Lisa|Chapman, Jason E.|Aalsma, Matthew C."
WOS:000458417200009,"Assessing Individuals' Exposure to Environmental Conditions Using Residence-based Measures, Activity Location-based Measures, and Activity Path-based Measures","Morrison, CN|Byrnes, HF|Miller, BA|Kaner, E|Wiehe, SE|Ponicki, WR|Wiebe, DJ","Morrison, CN|Byrnes, HF|Miller, BA|Kaner, E|Wiehe, SE|Ponicki, WR|Wiebe, DJ","Morrison, Christopher N.|Byrnes, Hilary F.|Miller, Brenda A.|Kaner, Emily|Wiehe, Sarah E.|Ponicki, William R.|Wiebe, Douglas J.","Morrison, Christopher N.|Byrnes, Hilary F.|Miller, Brenda A.|Kaner, Emily|Wiehe, Sarah E.|Ponicki, William R.|Wiebe, Douglas J."
WOS:000456900000008,Medical marijuana legalization and associated illicit drug use and prescription medication misuse among adolescents in the US,"Wong, SW|Lin, HC","Wong, SW|Lin, HC","Wong, Su-Wei|Lin, Hsien-Chang","Wong, Su-Wei|Lin, Hsien-Chang"
WOS:000459129800001,"Acute Cannabinoids Produce Robust Anxiety-Like and Locomotor Effects in Mice, but Long-Term Consequences Are Age- and Sex-Dependent","Kasten, CR|Zhang, YP|Boehm, SL","Kasten, CR|Zhang, YP|Boehm, SL","Kasten, Chelsea R.|Zhang, Yanping|Boehm, Stephen L., II","Kasten, Chelsea R.|Zhang, Yanping|Boehm, Stephen L., II"
WOS:000459068800002,Challenges and opportunities in examining and addressing intersectional stigma and health,"Turan, JM|Elafros, MA|Logie, CH|Banik, S|Turan, B|Crockett, KB|Pescosolido, B|Murray, SM","Turan, JM|Elafros, MA|Logie, CH|Banik, S|Turan, B|Crockett, KB|Pescosolido, B|Murray, SM","Turan, Janet M.|Elafros, Melissa A.|Logie, Carmen H.|Banik, Swagata|Turan, Bulent|Crockett, Kaylee B.|Pescosolido, Bernice|Murray, Sarah M.","Turan, Janet M.|Elafros, Melissa A.|Logie, Carmen H.|Banik, Swagata|Turan, Bulent|Crockett, Kaylee B.|Pescosolido, Bernice|Murray, Sarah M."
WOS:000472792800013,Genetic variants in the calcium signaling pathway genes are associated with cutaneous melanoma-specific survival,"Wang, XM|Liu, HL|Xu, YH|Xie, JC|Zhu, DK|Amos, CI|Fang, SY|Lee, JE|Li, X|Nan, HM|Song, YQ|Wei, QY","Wang, XM|Liu, HL|Xu, YH|Xie, JC|Zhu, DK|Amos, CI|Fang, SY|Lee, JE|Li, X|Nan, HM|Song, YQ|Wei, QY","Wang, Xiaomeng|Liu, Hongliang|Xu, Yinghui|Xie, Jichun|Zhu, Dakai|Amos, Christopher I.|Fang, Shenying|Lee, Jeffrey E.|Li, Xin|Nan, Hongmei|Song, Yanqiu|Wei, Qingyi","Wang, Xiaomeng|Liu, Hongliang|Xu, Yinghui|Xie, Jichun|Zhu, Dakai|Amos, Christopher I.|Fang, Shenying|Lee, Jeffrey E.|Li, Xin|Nan, Hongmei|Song, Yanqiu|Wei, Qingyi"
WOS:000463914000175,PREDICTING THE EARLY RISK OF CHRONIC KIDNEY DISEASE IN PEOPLE WITH DIABETES USING REAL WORLD DATA,"Petrich, W|Ravizza, S|Huschto, T|Adamov, A|Bohm, L|Busser, A|Floether, F|Hinzmann, R|McAhren, S|Konig, H|Robertson, D|Schleyer, T|Schneidinger, B","Petrich, W|Ravizza, S|Huschto, T|Adamov, A|Bohm, L|Busser, A|Floether, F|Hinzmann, R|McAhren, S|Konig, H|Robertson, D|Schleyer, T|Schneidinger, B","Petrich, W.|Ravizza, S.|Huschto, T.|Adamov, A.|Bohm, L.|Busser, A.|Floether, F.|Hinzmann, R.|McAhren, S.|Koenig, H.|Robertson, D.|Schleyer, T.|Schneidinger, B.","Petrich, W.|Ravizza, S.|Huschto, T.|Adamov, A.|Bohm, L.|Busser, A.|Floether, F.|Hinzmann, R.|McAhren, S.|Koenig, H.|Robertson, D.|Schleyer, T.|Schneidinger, B."
WOS:000461549200019,Shared Neural Correlates Underlying Addictive Disorders and Negative Urgency,"Um, M|Whitt, ZT|Revilla, R|Hunton, T|Cyders, MA","Um, M|Whitt, ZT|Revilla, R|Hunton, T|Cyders, MA","Um, Miji|Whitt, Zachary T.|Revilla, Rebecca|Hunton, Taylor|Cyders, Melissa A.","Um, Miji|Whitt, Zachary T.|Revilla, Rebecca|Hunton, Taylor|Cyders, Melissa A."
WOS:000460615600021,"Fruit and vegetable consumption, cigarette smoke, and leukocyte mitochondrial DNA copy number","Wu, SW|Li, X|Meng, SS|Fung, T|Chan, AT|Liang, GY|Giovannucci, E|De Vivo, I|Lee, JH|Nan, HM","Wu, SW|Li, X|Meng, SS|Fung, T|Chan, AT|Liang, GY|Giovannucci, E|De Vivo, I|Lee, JH|Nan, HM","Wu, Shaowei|Li, Xin|Meng, Shasha|Fung, Teresa|Chan, Andrew T.|Liang, Geyu|Giovannucci, Edward|De Vivo, Immaculata|Lee, Jin Hyup|Nan, Hongmei","Wu, Shaowei|Li, Xin|Meng, Shasha|Fung, Teresa|Chan, Andrew T.|Liang, Geyu|Giovannucci, Edward|De Vivo, Immaculata|Lee, Jin Hyup|Nan, Hongmei"
WOS:000459346600016,Parental relationship dissolution and child development: the role of child sleep quality,"Rudd, BN|Holtzworth-Munroe, A|D'Onofrio, BM|Waldron, M","Rudd, BN|Holtzworth-Munroe, A|D'Onofrio, BM|Waldron, M","Rudd, Brittany N.|Holtzworth-Munroe, Amy|D'Onofrio, Brian M.|Waldron, Mary","Rudd, Brittany N.|Holtzworth-Munroe, Amy|D'Onofrio, Brian M.|Waldron, Mary"
WOS:000458863500011,Medication treatment for attention-deficit/hyperactivity disorder and the risk of acute seizures in individuals with epilepsy,"Brikell, I|Chen, Q|Kuja-Halkola, R|D'Onofrio, BM|Wiggs, KK|Lichtenstein, P|Almqvist, C|Quinn, PD|Chang, Z|Larsson, H","Brikell, I|Chen, Q|Kuja-Halkola, R|D'Onofrio, BM|Wiggs, KK|Lichtenstein, P|Almqvist, C|Quinn, PD|Chang, Z|Larsson, H","Brikell, Isabell|Chen, Qi|Kuja-Halkola, Ralf|D'Onofrio, Brian M.|Wiggs, Kelsey K.|Lichtenstein, Paul|Almqvist, Catarina|Quinn, Patrick D.|Chang, Zheng|Larsson, Henrik","Brikell, Isabell|Chen, Qi|Kuja-Halkola, Ralf|D'Onofrio, Brian M.|Wiggs, Kelsey K.|Lichtenstein, Paul|Almqvist, Catarina|Quinn, Patrick D.|Chang, Zheng|Larsson, Henrik"
WOS:000457570600003,Lessons From California's Discipline of a Popular Physician for Vaccination Exemptions Without Medical Cause,"Silverman, RD|Yang, YT","Silverman, RD|Yang, YT","Silverman, Ross D.|Yang, Y. Tony","Silverman, Ross D.|Yang, Y. Tony"
WOS:000457497100012,Family and Peer Influences on Substance Attitudes and Use among Juvenile Justice-Involved Youth,"Zapolski, TCB|Clifton, RL|Banks, DE|Hershberger, A|Aalsma, M","Zapolski, TCB|Clifton, RL|Banks, DE|Hershberger, A|Aalsma, M","Zapolski, Tamika C. B.|Clifton, Richelle L.|Banks, Devin E.|Hershberger, Alexandra|Aalsma, Matthew","Zapolski, Tamika C. B.|Clifton, Richelle L.|Banks, Devin E.|Hershberger, Alexandra|Aalsma, Matthew"
WOS:000456919800003,Cannabinoid CB2 Agonist AM1710 Differentially Suppresses Distinct Pathological Pain States and Attenuates Morphine Tolerance and Withdrawal,"Li, AL|Lin, XY|Dhopeshwarkar, AS|Thomaz, AC|Carey, LM|Liu, YP|Nikas, SP|Makriyannis, A|Mackie, K|Hohmann, AG","Li, AL|Lin, XY|Dhopeshwarkar, AS|Thomaz, AC|Carey, LM|Liu, YP|Nikas, SP|Makriyannis, A|Mackie, K|Hohmann, AG","Li, Ai-Ling|Lin, Xiaoyan|Dhopeshwarkar, Amey S.|Thomaz, Ana Carla|Carey, Lawrence M.|Liu, Yingpeng|Nikas, Spyros P.|Makriyannis, Alexandros|Mackie, Ken|Hohmann, Andrea G.","Li, Ai-Ling|Lin, Xiaoyan|Dhopeshwarkar, Amey S.|Thomaz, Ana Carla|Carey, Lawrence M.|Liu, Yingpeng|Nikas, Spyros P.|Makriyannis, Alexandros|Mackie, Ken|Hohmann, Andrea G."
WOS:000456605900005,Maternal infection requiring hospitalization during pregnancy and attention-deficit hyperactivity disorder in offspring: a quasi-experimental family-based study,"Ginsberg, Y|D'Onofrio, BM|Rickert, ME|Class, QA|Rosenqvist, MA|Almqvist, C|Lichtenstein, P|Larsson, H","Ginsberg, Y|D'Onofrio, BM|Rickert, ME|Class, QA|Rosenqvist, MA|Almqvist, C|Lichtenstein, P|Larsson, H","Ginsberg, Ylva|D'Onofrio, Brian M.|Rickert, Martin E.|Class, Quetzal A.|Rosenqvist, Mina A.|Almqvist, Catarina|Lichtenstein, Paul|Larsson, Henrik","Ginsberg, Ylva|D'Onofrio, Brian M.|Rickert, Martin E.|Class, Quetzal A.|Rosenqvist, Mina A.|Almqvist, Catarina|Lichtenstein, Paul|Larsson, Henrik"
WOS:000456442700013,"Just the fax, please: Updating electronic/hybrid methods for surveying pharmacists","Agley, J|Meyerson, B|Eldridge, L|Smith, C|Arora, P|Richardson, C|Miller, T","Agley, J|Meyerson, B|Eldridge, L|Smith, C|Arora, P|Richardson, C|Miller, T","Agley, Jon|Meyerson, Beth|Eldridge, Lori|Smith, Carriann|Arora, Prachi|Richardson, Chanel|Miller, Tara","Agley, Jon|Meyerson, Beth|Eldridge, Lori|Smith, Carriann|Arora, Prachi|Richardson, Chanel|Miller, Tara"
WOS:000455853700030,OPIOID USE AMONG JUVENILE JUSTICE-INVOLVED ADOLESCENTS,"Dir, AL|Aalsma, MC|Wiehe, S","Dir, AL|Aalsma, MC|Wiehe, S","Dir, Allyson L.|Aalsma, Matthew C.|Wiehe, Sarah","Dir, Allyson L.|Aalsma, Matthew C.|Wiehe, Sarah"
WOS:000455853700020,RISK OF TRAUMA EXPOSURE AND TRAUMATIC STRESS AMONG ADOLESCENTS WITH AN OPIOID-USING PARENT,"Dir, AL|Hulvershorn, LA|Aalsma, MC","Dir, AL|Hulvershorn, LA|Aalsma, MC","Dir, Allyson Lindsae|Hulvershorn, Leslie A.|Aalsma, Matthew C.","Dir, Allyson Lindsae|Hulvershorn, Leslie A.|Aalsma, Matthew C."
WOS:000455853700137,SUICIDE SCREENING AND INTERVENTION AMONG ADOLESCENTS IN THE PRIMARY CARE SETTING,"Ferrin, SN|Shan, M|Garbuz, T|Aalsma, MC","Ferrin, SN|Shan, M|Garbuz, T|Aalsma, MC","Ferrin, Stephanie N.|Shan, Mu|Garbuz, Tamila|Aalsma, Matthew C.","Ferrin, Stephanie N.|Shan, Mu|Garbuz, Tamila|Aalsma, Matthew C."
WOS:000455853700119,IMPORTANT HEALTH AND PARENTING TOPICS CAREGIVERS OF ADOLESCENTS WANT MORE GUIDANCE ON IN THE PRIMARY CARE SETTING,"Garbuz, T|Jones, L|Shan, M|Aalsma, M","Garbuz, T|Jones, L|Shan, M|Aalsma, M","Garbuz, Tamila|Jones, Lindsey|Shan, Mu|Aalsma, Matthew","Garbuz, Tamila|Jones, Lindsey|Shan, Mu|Aalsma, Matthew"
WOS:000455853700134,PILOT STUDY OF MIND-BODY SKILLS GROUPS FOR ADOLESCENTS WITH DEPRESSION IN PRIMARY CARE,"Jones, LD|Salgado, E|Garabrant, JM|Aalsma, MC|Gordon, JS|Staples, JK|Salyers, MP","Jones, LD|Salgado, E|Garabrant, JM|Aalsma, MC|Gordon, JS|Staples, JK|Salyers, MP","Jones, Lindsey D.|Salgado, Eduardo|Garabrant, Jennifer M.|Aalsma, Matthew C.|Gordon, James S.|Staples, Julie K.|Salyers, Michelle P.","Jones, Lindsey D.|Salgado, Eduardo|Garabrant, Jennifer M.|Aalsma, Matthew C.|Gordon, James S.|Staples, Julie K.|Salyers, Michelle P."
WOS:000455853700206,"HEALTHCARE PERCEPTIONS OF TRANSGENDER ADOLESCENTS AND YOUNG ADULTS: OVERALL SATISFACTION, COMFORT WITH KEY PORTIONS OF THE CLINICAL VISIT, AND RECOMMENDATIONS FOR IMPROVEMENT","Snedecor, RD|Wilcox, M|Draucker, C|Fortenberry, D|Aalsma, M","Snedecor, RD|Wilcox, M|Draucker, C|Fortenberry, D|Aalsma, M","Snedecor, Rachel Diane.|Wilcox, Matthew|Draucker, Claire|Fortenberry, Dennis|Aalsma, Matthew","Snedecor, Rachel Diane.|Wilcox, Matthew|Draucker, Claire|Fortenberry, Dennis|Aalsma, Matthew"
WOS:000455853700005,"GETTING A GRIP ON MY DEPRESSION: A GROUNDED THEORY EXPLAINING HOW LATINA ADOLESCENTS EXPERIENCE, SELF MANAGE, AND SEEK TREATMENT FOR DEPRESSIVE SYMPTOMS","Stafford, AM|Aalsma, MC|Bigatti, SM|Oruche, UM|Draucker, CB","Stafford, AM|Aalsma, MC|Bigatti, SM|Oruche, UM|Draucker, CB","Stafford, Allison McCord|Aalsma, Matthew C.|Bigatti, Silvia M.|Oruche, Ukamaka Marian|Draucker, Claire Burke","Stafford, Allison McCord|Aalsma, Matthew C.|Bigatti, Silvia M.|Oruche, Ukamaka Marian|Draucker, Claire Burke"
WOS:000455838300003,Associations Between Substance Use Disorders and Suicidal Ideation: An Investigation of Latino Emerging Adults,"Limas, EA|Vaughan, EL","Limas, EA|Vaughan, EL","Limas, Emily A.|Vaughan, Ellen L.","Limas, Emily A.|Vaughan, Ellen L."
WOS:000455729700013,Factors influencing US physicians' decision to provide behavioral counseling,"Goldberg, DM|Cho, BY|Lin, HC","Goldberg, DM|Cho, BY|Lin, HC","Goldberg, Daniel M.|Cho, Beom-Young|Lin, Hsien-Chang","Goldberg, Daniel M.|Cho, Beom-Young|Lin, Hsien-Chang"
WOS:000454694100023,Parental divorce or separation and children's mental health,"D'Onofrio, B|Emery, R","D'Onofrio, B|Emery, R","D'Onofrio, Brian|Emery, Robert","D'Onofrio, Brian|Emery, Robert"
WOS:000455590000001,Understanding the public's profile of mental health literacy in China: a nationwide study,"Huang, D|Yang, LH|Pescosolido, BA","Huang, D|Yang, LH|Pescosolido, BA","Huang, Debbie|Yang, Lawrence H.|Pescosolido, Bernice A.","Huang, Debbie|Yang, Lawrence H.|Pescosolido, Bernice A."
WOS:000455485100017,A pilot randomized trial examining the feasibility and acceptability of a culturally tailored and adherence-enhancing intervention for Latino smokers in the US,"de Dios, MA|Cano, MA|Vaughan, EL|Childress, SD|McNeel, MM|Harvey, LM|Niaura, RS","de Dios, MA|Cano, MA|Vaughan, EL|Childress, SD|McNeel, MM|Harvey, LM|Niaura, RS","de Dios, Marcel A.|Cano, Miguel Angel|Vaughan, Ellen L.|Childress, Sarah D.|McNeel, Morgan M.|Harvey, Laura M.|Niaura, Raymond S.","de Dios, Marcel A.|Cano, Miguel Angel|Vaughan, Ellen L.|Childress, Sarah D.|McNeel, Morgan M.|Harvey, Laura M.|Niaura, Raymond S."
