Abstract,Associated Group,Author Identifiers,Authors,Authors (Full Names),Beginning Page,BIOSIS Citation Index,Book Author,Book Author Fullname,Book DOI,Book Group Authors,Book Series Subtitle,Book Series Title,Chinese Science Citation DB,Cited Patent,Cited Reference Count,Cited References,City of Publisher,Conference Dates,Conference Host,Conference Location,Conference Sponsors,Conference Title,Document Type,DOI,E-mail Addresses,Edited by,Editors,Ending Page,File Type,Funding Agency and Grant Number,Funding Text,Group Authors,ISBN,ISI Document Delivery Number,ISSN,Issue,Journal Name (Abbreviated ISO),Journal Name (Abbreviated),Journal Title (Full),Language,Meeting Abstract,New Article Number,New ISI Keywords,Number of Pages,ORCID Number,Original Keywords,Part Number,Publication Date,Publication Type,Publication Year,Publisher,Publisher Address,Publisher Web Address,Reprint Address,Research Addresses,Research Field,Researcher ID,SC:ELO Citation Index,Special Issue,Subject Category,Supplement,Times Cited,Title,Total Times Cited,Translated Title,Unique ID,Version Number,Volume,EI,PM,File Name,Cite Me As
"In the decade and a half since Coley and Chase-Lansdale's (1998) review of teenage childbearing, there have been a number of studies investigating teenage childbearing from a developmental psychological perspective. Many of these studies have focused primarily on identifying individual, familial, and socioeconomic risk factors in childhood and adolescence that are highly correlated with teenage sexual behavior and teenage childbearing. We have an emerging understanding of teenage childbearing as the culmination of a complex cascade of experiences and decisions that overlap greatly with the risks for antisocial behavior. Much of this research, however, is limited by its reliance on correlational and cross-sectional research designs, which are not able to rigorously test causal inferences or to identify mechanisms associated with teenage childbearing. Innovative studies using large, nationally representative samples with quasi-experimental and longitudinal designs can expand on such descriptive studies. In particular, quasi-experimental studies can help answer questions about which risk factors are causally associated with teenage childbearing and suggest potential mechanisms that can explain how teenage childbearing is associated with poor outcomes. Future studies also will need to incorporate more precise measures of developmental processes and explore heterogeneity among adolescent mothers. Although advances have been made in the psychological study of teenage childbearing, more research is needed in order to answer important questions about which psychological processes are causally related to teenage childbearing and how teenage childbearing is associated with poor outcomes for young mothers and their offspring.",,,"Coyne, CA|D'Onofrio, BM","Coyne, Claire A.|D'Onofrio, Brian M.",113,-1,,,,,,Advances in Child Development and Behavior,-1,,-1,,,,,,,,Review; Book Chapter,,,"Benson, JB",,152,Clarivate Analytics Web of Science,,,,978-0-12-394388-0,,0065-2407,,,,"ADVANCES IN CHILD DEVELOPMENT AND BEHAVIOR, VOL 42",,,,ADOLESCENT SEXUAL-BEHAVIOR|LIFE-COURSE-PERSISTENT|UNITED-STATES|YOUNG MOTHERS|CONTRACEPTIVE USE|MATERNAL AGE|SOCIAL CONTAGION|PREGNANCY RATES|SCHOOL-STUDENTS|FATHER ABSENCE,-1,,,,,S,2012,,,,,,"Psychology, Developmental",,-1,,Psychology,,31,SOME (BUT NOT MUCH) PROGRESS TOWARD UNDERSTANDING TEENAGE CHILDBEARING: A REVIEW OF RESEARCH FROM THE PAST DECADE,31,,WOS:000306816600005,1,42,,22675905,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Coyne CA, 2012, V42, P113"
"The current study examined predictors of past 30-day cigarette use among a US nationally representative sample of pregnant women over the age of 18 (N = 1,782). The study consisted of secondary data analysis of the 2005-2007 survey years of the National Survey on Drug Use and Health (NSDUH). Logistic regression analyses indicated that low-income women, those who experienced mental health problems in the past year, and women who experienced legal problems were more likely to smoke during pregnancy. Limitations to the study as well as implications for future research are discussed.",,,"Kratz, LM|Vaughan, EL","Kratz, Lisa M.|Vaughan, Ellen L.",718,-1,,,,,,,-1,,-1,,,,,,,,Article,10.3109/10826084.2012.664238,,,,725,Clarivate Analytics Web of Science,,,,,,1082-6084,6,,,SUBSTANCE USE & MISUSE,,,,LOW-BIRTH-WEIGHT|DEPRESSIVE SYMPTOMS|PLACENTAL ABRUPTION|PREDICT SMOKING|UNITED-STATES|WOMEN|CESSATION|RISK|SMOKERS|TRENDS,-1,,pregnancy|smoking|cigarettes|legal involvement|mental health,,,J,2012,,,,,,Substance Abuse|Psychiatry|Psychology,,-1,,Substance Abuse; Psychiatry; Psychology,,4,"Mental Health Problems, Legal Involvement, and Smoking During Pregnancy",4,,WOS:000302902600011,1,47,,22409667,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Kratz LM, 2012, V47, P718, DOI 10.3109/10826084.2012.664238"
,,,"Seibt, G","Seibt, Gustav",132,-1,,,,,,,-1,,-1,,,,,,,,Article,,,,,137,Clarivate Analytics Web of Science,,,,,,0037-5756,1,,,SINN UND FORM,,,,,-1,,,,JAN-FEB,J,2012,,,,,,Literary Reviews,,-1,,Literature,,0,GUSTAV SEIBT: LEARNING TO SEE IN THE DARK,0,,WOS:000300035300025,1,64,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Seibt G, 2012, V64, P132"
"Recent nationwide initiatives to accelerate clinical and translational research, including comparative effectiveness research, will increasingly require clinician participation in research-related activities at the point-of-care, activities such as participant recruitment for clinical research studies and systematic data collection. A key element to the success of such initiatives that has not yet been adequately addressed is how to provide incentives to clinicians for the time and effort that such participation will require. Models to calculate the value of clinical care services are commonly used to compensate clinicians, and similar models have been proposed to calculate and compensate researchers' efforts. However, to the authors' knowledge, no such model has been proposed for calculating the value of research-related activities performed by noninvestigator-clinicians, be they in academic or community settings. In this commentary, the authors propose a new model for doing just that. They describe how such a relative research unit model could be used to provide both direct and indirect incentives for clinician participation in research activities. Direct incentives could include financial compensation, and indirect incentives could include credit toward promotion and tenure and toward the maintenance of specialty board certification. The authors discuss the principles behind this relative research unit approach as well as ethical, funding, and other considerations to fully developing and deploying such a model, across academic environments first and then more broadly across the health care community.",,"Embi, Peter/E-3030-2011","Embi, PJ|Tsevat, J","Embi, Peter J.|Tsevat, Joel",11,-1,,,,,,,-1,,-1,,,,,,,,Editorial Material,10.1097/ACM.0b013e31823a8d99,,,,14,Clarivate Analytics Web of Science,,,,,,1040-2446,1,,,ACADEMIC MEDICINE,,,,RECRUITMENT|FACULTY|SYSTEM,-1,,,,JAN,J,2012,,,,,,"Education, Scientific Disciplines|Health Care Sciences & Services",,-1,,Education & Educational Research; Health Care Sciences & Services,,11,Commentary: The Relative Research Unit: Providing Incentives for Clinician Participation in Research Activities,11,,WOS:000298665300010,1,87,1938-808X,22201633,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Embi PJ, 2012, V87, P11, DOI 10.1097/ACM.0b013e31823a8d99"
"Background. Offspring of patients with schizophrenia exhibit poorer school performance compared with offspring of non-schizophrenic parents. We aimed to elucidate the mechanisms behind this association. Method. We linked longitudinal national population registers in Sweden and compared school performance among offspring of schizophrenic parents with offspring of non-schizophrenic parents (1 439 215 individuals with final grades from compulsory school 1988-2006). To investigate the mechanisms, we studied offspring of schizophrenic patients and controls within the same extended families. We investigated genetic effects by stratifying analyses of parent-child associations according to genetic relatedness (half-cousins, full cousins and half-siblings). Environmental effects were investigated by comparing school performance of offspring of schizophrenic fathers and of schizophrenic mothers, respectively, and by stratifying the analyses according to environmental relatedness while controlling genetic relatedness (paternal and maternal half-cousins, paternal and maternal half-siblings). Results. Offspring of parents with schizophrenia had poorer overall school performance than unrelated offspring of non-schizophrenic parents (-0.31 S.D.). Variability in genetic relatedness greatly moderated the strength of thew within-family association (beta=-0.23 within exposure-discordant half-cousins, beta=-0.13 within exposure-discordant full cousins, beta=0.04 within exposure-discordant half-siblings), while no evidence was found that the environment affected offspring school performance. Conclusions. Genetic factors account for poorer school performance in children of parents with schizophrenia. This supports that cognitive deficits found in individuals with schizophrenia and their relatives might be genetically inherited. Early detection of prodromal signs and impaired functioning of offspring of patients with schizophrenia could lead to earlier and better tailored interventions.",,,"D'Onofrio, BM|Hultman, CM|Jundong, J|Kuja-Halkola, R|Langstorm, N|Lichtenstein, P","D'Onofrio, Brian M.|Hultman, Christina M.|Jundong, J.|Kuja-Halkola, Ralf|Langstorm, Niklas|Lichtenstein, Paul",111,-1,,,,,,,-1,,-1,,,,,,,,Article,10.1017/S0033291711001127,,,,123,Clarivate Analytics Web of Science,,,,,,0033-2917,1,,,PSYCHOLOGICAL MEDICINE,,,,HIGH-RISK CHILDREN|ADULT SCHIZOPHRENIA|NATIONAL COHORT|BIRTH COHORT|CHILDHOOD|BEHAVIOR|AGE|ABNORMALITIES|ACHIEVEMENT|ETIOLOGY,-1,"Kuja-Halkola, Ralf/0000-0002-3765-2067; lichtenstein, paul/0000-0003-3037-5287",Environments|genetics|offspring|schizophrenia|school performance,,JAN,J,2012,,,,,,"Psychology, Clinical|Psychiatry|Psychology",,-1,,Psychology; Psychiatry,,10,Poor school performance in offspring of patients with schizophrenia: what are the mechanisms?,10,,WOS:000298961600010,1,42,,21733288,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Jundong J, 2012, V42, P111, DOI 10.1017/S0033291711001127"
,,,"Class, QA|D'Onofrio, BM|Langstorm, N|Lichtenstein, P","Class, Quetzal A.|D'Onofrio, Brian M.|Langstorm, Niklas|Lichtenstein, Paul",897,-1,,,,,,,-1,,-1,,,"JUN 06-09, 2011",,"Newport, RI",,41st Annual Meeting of the Behaviour-Genetics-Association,Meeting Abstract,,,,,897,Clarivate Analytics Web of Science,,,,,,0001-8244,6,,,BEHAVIOR GENETICS,,,,,-1,,,,NOV,J,2011,,,,,,"Behavioral Sciences|Genetics & Heredity|Psychology, Multidisciplinary",,-1,SI,Behavioral Sciences; Genetics & Heredity; Psychology,,0,Risk for suicidal behavior following prenatal maternal stress exposure,0,,WOS:000295326600035,1,41,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Class Q, 2011, V41, P897"
,,,"Coyne, CA|D'Onofrio, BM|Langstorm, N|Lichtenstein, P","Coyne, Claire A.|D'Onofrio, Brian M.|Langstorm, Niklas|Lichtenstein, Paul",899,-1,,,,,,,-1,,-1,,,"JUN 06-09, 2011",,"Newport, RI",,41st Annual Meeting of the Behaviour-Genetics-Association,Meeting Abstract,,,,,899,Clarivate Analytics Web of Science,,,,,,0001-8244,6,,,BEHAVIOR GENETICS,,,,,-1,,,,NOV,J,2011,,,,,,"Behavioral Sciences|Genetics & Heredity|Psychology, Multidisciplinary",,-1,SI,Behavioral Sciences; Genetics & Heredity; Psychology,,0,"Like mother, like daughter?: A quasi-experimental study of the intergenerational transmission of teenage childbearing",0,,WOS:000295326600040,1,41,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Coyne C, 2011, V41, P899"
,,,"Donahue, KL|D'Onofrio, BM|Laongstrom, N|Lichtenstein, P","Donahue, Kelly L.|D'Onofrio, Brian M.|Laongstrom, Niklas|Lichtenstein, Paul",901,-1,,,,,,,-1,,-1,,,"JUN 06-09, 2011",,"Newport, RI",,41st Annual Meeting of the Behaviour-Genetics-Association,Meeting Abstract,,,,,902,Clarivate Analytics Web of Science,,,,,,0001-8244,6,,,BEHAVIOR GENETICS,,,,,-1,,,,NOV,J,2011,,,,,,"Behavioral Sciences|Genetics & Heredity|Psychology, Multidisciplinary",,-1,SI,Behavioral Sciences; Genetics & Heredity; Psychology,,0,Does early sex lead to poor psychosocial outcomes? Testing causal assumptions,0,,WOS:000295326600049,1,41,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Donahue K, 2011, V41, P901"
,,,"D'Onofrio, BM|Lahey, BB|Larsson, H|Rathouz, PJ|Van Hulle, CA","D'Onofrio, Brian M.|Lahey, Benjamin B.|Larsson, Henrik|Rathouz, Paul J.|Van Hulle, Carol A.",902,-1,,,,,,,-1,,-1,,,"JUN 06-09, 2011",,"Newport, RI",,41st Annual Meeting of the Behaviour-Genetics-Association,Meeting Abstract,,,,,903,Clarivate Analytics Web of Science,,,,,,0001-8244,6,,,BEHAVIOR GENETICS,,,,,-1,,,,NOV,J,2011,,,,,,"Behavioral Sciences|Genetics & Heredity|Psychology, Multidisciplinary",,-1,SI,Behavioral Sciences; Genetics & Heredity; Psychology,,0,Familial confounding of the association between maternal smoking during pregnancy and offspring substance use and abuse,0,,WOS:000295326600052,1,41,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"D'Onofrio B, 2011, V41, P902"
,,,"D'Onofrio, BM|Ellingson, JM|Langstorm, N|Lichtenstein, P","D'Onofrio, Brian M.|Ellingson, Jarrod M.|Langstorm, Niklas|Lichtenstein, Paul",904,-1,,,,,,,-1,,-1,,,"JUN 06-09, 2011",,"Newport, RI",,41st Annual Meeting of the Behaviour-Genetics-Association,Meeting Abstract,,,,,904,Clarivate Analytics Web of Science,,,,,,0001-8244,6,,,BEHAVIOR GENETICS,,,,,-1,,,,NOV,J,2011,,,,,,"Behavioral Sciences|Genetics & Heredity|Psychology, Multidisciplinary",,-1,SI,Behavioral Sciences; Genetics & Heredity; Psychology,,0,Disentangling the relationships between maternal smoking during pregnancy and co-occurring risk factors,0,,WOS:000295326600057,1,41,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Ellingson J, 2011, V41, P904"
,,,"D'Onofrio, BM|Frans, E|Hultman, CM|Langstorm, N|Lichtenstein, P","D'Onofrio, Brian M.|Frans, Emma|Hultman, Christina M.|Langstorm, Niklas|Lichtenstein, Paul",907,-1,,,,,,,-1,,-1,,,"JUN 06-09, 2011",,"Newport, RI",,41st Annual Meeting of the Behaviour-Genetics-Association,Meeting Abstract,,,,,907,Clarivate Analytics Web of Science,,,,,,0001-8244,6,,,BEHAVIOR GENETICS,,,,,-1,,,,NOV,J,2011,,,,,,"Behavioral Sciences|Genetics & Heredity|Psychology, Multidisciplinary",,-1,SI,Behavioral Sciences; Genetics & Heredity; Psychology,,0,A within-family comparison of paternal age in siblings discordant for schizophrenia,0,,WOS:000295326600066,1,41,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Frans E, 2011, V41, P907"
,,,"Anckarsater, H|D'Onofrio, BM|Larsson, H|Lichtenstein, P|Sjolander, A","Anckarsater, Henrik|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Sjolander, Arvid",919,-1,,,,,,,-1,,-1,,,"JUN 06-09, 2011",,"Newport, RI",,41st Annual Meeting of the Behaviour-Genetics-Association,Meeting Abstract,,,,,919,Clarivate Analytics Web of Science,,,,,,0001-8244,6,,,BEHAVIOR GENETICS,,,,,-1,,,,NOV,J,2011,,,,,,"Behavioral Sciences|Genetics & Heredity|Psychology, Multidisciplinary",,-1,SI,Behavioral Sciences; Genetics & Heredity; Psychology,,0,The association between low birth weight and ADHD symptoms: A co-twin control design,0,,WOS:000295326600107,1,41,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Larsson H, 2011, V41, P919"
,,,"Beasley, WH|D'Onofrio, BM|Johnson, A|Lahey, BB|Rathouz, PJ|Rodgers, JL|Van Hulle, CA|Waldman, ID","Beasley, William H.|D'Onofrio, Brian M.|Johnson, Amber|Lahey, Benjamin B.|Rathouz, Paul J.|Rodgers, Joseph L|Van Hulle, Carol A.|Waldman, Irwin D.",934,-1,,,,,,,-1,,-1,,,"JUN 06-09, 2011",,"Newport, RI",,41st Annual Meeting of the Behaviour-Genetics-Association,Meeting Abstract,,,,,934,Clarivate Analytics Web of Science,,,,,,0001-8244,6,,,BEHAVIOR GENETICS,,,,,-1,,,,NOV,J,2011,,,,,,"Behavioral Sciences|Genetics & Heredity|Psychology, Multidisciplinary",,-1,SI,Behavioral Sciences; Genetics & Heredity; Psychology,,0,Behavior problems and timing of menarche: A developmental longitudinal biometrical analysis using the NLSY-children data,0,,WOS:000295326600157,1,41,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Rodgers J, 2011, V41, P934"
,,,"Beasley, WH|D'Onofrio, BM|Rodgers, JL|Van Hulle, CA|Vaughan, EB","Beasley, William H.|D'Onofrio, Brian M.|Rodgers, Joseph L|Van Hulle, Carol A.|Vaughan, Erikka B.",939,-1,,,,,,,-1,,-1,,,"JUN 06-09, 2011",,"Newport, RI",,41st Annual Meeting of the Behaviour-Genetics-Association,Meeting Abstract,,,,,939,Clarivate Analytics Web of Science,,,,,,0001-8244,6,,,BEHAVIOR GENETICS,,,,,-1,,,,NOV,J,2011,,,,,,"Behavioral Sciences|Genetics & Heredity|Psychology, Multidisciplinary",,-1,SI,Behavioral Sciences; Genetics & Heredity; Psychology,,0,Familial predictors of age of menarche,0,,WOS:000295326600174,1,41,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Vaughan E, 2011, V41, P939"
,,"Mesa, Lucia/G-9568-2011","Seibt, G","Seibt, Gustav",790,-1,,,,,,,-1,,-1,,,,,,,,Article,,,,,796,Clarivate Analytics Web of Science,,,,,,0026-0096,10-Sep,,,MERKUR-DEUTSCHE ZEITSCHRIFT FUR EUROPAISCHES DENKEN,,,,,-1,,,,SEP-OCT,J,2011,,,,,,"Humanities, Multidisciplinary",,-1,,Arts & Humanities - Other Topics,,0,Not vote My Geek,0,,WOS:000296210900005,1,65,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Seibt G, 2011, V65, P790"
"The purpose of this study was to investigate alcohol use attitudes as a mediator of the relationship between religiosity and the frequency of past month alcohol use in a national sample of adolescents. Data were drawn from 18,314 adolescents who participated in the 2006 and 2007 National Survey on Drug Use and Health. Variables included religiosity, alcohol use attitudes, and past month frequency of alcohol use. Structural equation modeling was used to test alcohol use attitudes as a mediator of the relationship between religiosity and frequency of alcohol use and to test model invariance across 4 racial/ethnic groups. Results suggest that alcohol use attitudes partially mediate the relationship between religiosity and frequency of alcohol use. Furthermore, while the pattern of these relationships is similar across racial/ethnic groups, the magnitude of alcohol use attitudes on frequency of alcohol use differed. Implications for prevention programs include targeting alcohol use attitudes in a variety of settings.",,,"de Dios, MA|Kratz, LM|Steinfeldt, JA|Vaughan, EL","de Dios, Marcel A.|Kratz, Lisa M.|Steinfeldt, Jesse A.|Vaughan, Ellen L.",547,-1,,,,,,,-1,,-1,,,,,,,,Article,10.1037/a0024660,,,,553,Clarivate Analytics Web of Science,,,,,,0893-164X,3,,,PSYCHOLOGY OF ADDICTIVE BEHAVIORS,,,,SUBSTANCE USE|MARIJUANA|MEDIATORS|DRINKING,-1,,religiosity|attitudes about alcohol use|alcohol|racial/ethnic differences,,SEP,J,2011,,,,,,"Substance Abuse|Psychology, Multidisciplinary",,-1,,Substance Abuse; Psychology,,16,"Religiosity, Alcohol Use Attitudes, and Alcohol Use in a National Sample of Adolescents",18,,WOS:000295404100018,1,25,,21766976,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Vaughan EL, 2011, V25, P547, DOI 10.1037/a0024660"
